" A Theoretical Analysis of Catastrophic Forgetting through the NTK  Overlap Matrix
",https://arxiv.org/abs/2010.04003,"Thang Doan, Mehdi Bennani, Bogdan Mazoure, Guillaume Rabusseau, Pierre Alquier"
" Watch, read and lookup: learning to spot signs from multiple supervisors
",https://arxiv.org/abs/2010.04002,"Liliane Momeni, Gül Varol, Samuel Albanie, Triantafyllos Afouras, Andrew Zisserman"
" Reversible Computation in Cyclic Petri Nets
",https://arxiv.org/abs/2010.04000,"Anna Philippou, Kyriaki Psara"
" Unconstrained Text Detection in Manga
",https://arxiv.org/abs/2010.03997,"Julián Del Gobbo, Rosana Matuk Herrera"
" GRADE: Automatic Graph-Enhanced Coherence Metric for Evaluating  Open-Domain Dialogue Systems
",https://arxiv.org/abs/2010.03994,"Lishan Huang, Zheng Ye, Jinghui Qin, Liang Lin, Xiaodan Liang"
" The Improved GP 2 Compiler
",https://arxiv.org/abs/2010.03993,"Graham Campbell, Jack Romo, Detlef Plump"
" UESegNet: Context Aware Unconstrained ROI Segmentation Networks for Ear  Biometric
",https://arxiv.org/abs/2010.03990,"Aman Kamboj, Rajneesh Rani, Aditya Nigam, Ranjeet Ranjan Jha"
" Metrics and methods for a systematic comparison of fairness-aware  machine learning algorithms
",https://arxiv.org/abs/2010.03986,"Gareth P. Jones, James M. Hickey, Pietro G. Di Stefano, Charanpal Dhanjal, Laura C. Stoddart, Vlasios Vasileiou"
" Online Allocation of Reusable Resources via Algorithms Guided by Fluid  Approximations
",https://arxiv.org/abs/2010.03983,"Vineet Goyal, Garud Iyengar, Rajan Udwani"
" Generating Instructions at Different Levels of Abstraction
",https://arxiv.org/abs/2010.03982,"Arne Köhn, Julia Wichlacz, Álvaro Torralba, Daniel Höller, Jörg Hoffmann, Alexander Koller"
" A Brief Review of Domain Adaptation
",https://arxiv.org/abs/2010.03978,"Abolfazl Farahani, Sahar Voghoei, Khaled Rasheed, Hamid R. Arabnia"
" A Human Ear Reconstruction Autoencoder
",https://arxiv.org/abs/2010.03972,"Hao Sun, Nick Pears, Hang Dai"
" Test-Cost Sensitive Methods for Identifying Nearby Points
",https://arxiv.org/abs/2010.03962,"Seung Gyu Hyun, Christopher Leung"
" Diagnosing Distributed Systems through Log Data Analysis
",https://arxiv.org/abs/2010.03960,"K. R. Chowdhary, Rajendra Purohit"
" Active Tuning
",https://arxiv.org/abs/2010.03958,"Sebastian Otte, Matthias Karlbauer, Martin V. Butz"
" Transformers for Modeling Physical Systems
",https://arxiv.org/abs/2010.03957,"Nicholas Geneva, Nicholas Zabaras"
" Action Guidance: Getting the Best of Sparse Rewards and Shaped Rewards  for Real-time Strategy Games
",https://arxiv.org/abs/2010.03956,"Shengyi Huang, Santiago Ontañón"
" Parameter Optimization using high-dimensional Bayesian Optimization
",https://arxiv.org/abs/2010.03955,David Yenicelik
" A Survey on Deep Neural Network Compression: Challenges, Overview, and  Solutions
",https://arxiv.org/abs/2010.03954,"Rahul Mishra, Hari Prabhat Gupta, Tanima Dutta"
" Reward Machines: Exploiting Reward Function Structure in Reinforcement  Learning
",https://arxiv.org/abs/2010.03950,"Rodrigo Toro Icarte, Toryn Q. Klassen, Richard Valenzano, Sheila A. McIlraith"
" Artificial intelligence supported anemia control system (AISACS) to  prevent anemia in maintenance hemodialysis patients
",https://arxiv.org/abs/2010.03948,"Toshiaki Ohara, Hiroshi Ikeda, Yoshiki Sugitani, Hiroshi Suito, Viet Quang Huy Huynh, Masaru Kinomura, Soichiro Haraguchi, Kazufumi Sakurama"
" Cinema Darkroom: A Deferred Rendering Framework for Large-Scale Datasets
",https://arxiv.org/abs/2010.03936,"Jonas Lukasczyk, Christoph Garth, Matthew Larsen, Wito Engelke, Ingrid Hotz, David Rogers, James Ahrens, Ross Maciejewski"
" Prioritized Level Replay
",https://arxiv.org/abs/2010.03934,"Minqi Jiang, Ed Grefenstette, Tim Rocktäschel"
" Assessing the Fairness of Classifiers with Collider Bias
",https://arxiv.org/abs/2010.03933,"Zhenlong Xu (1), Jixue Liu (1), Debo Cheng (1), Jiuyong Li (1), Lin Liu (1), Ke Wang (2) ((1) STEM, Univsersity of South Austrlia, (2) Simon Frasier University)"
" VECMAtk: A Scalable Verification, Validation and Uncertainty  Quantification toolkit for Scientific Simulations
",https://arxiv.org/abs/2010.03923,"D. Groen, H. Arabnejad, V. Jancauskas, W. N. Edeling, F. Jansson, R. A. Richardson, J. Lakhlili, L. Veen, B. Bosak, P. Kopta, D. W. Wright, N. Monnieri, P. Karlshoefer, D. Suleimenova, R. Sinclair, M. Vassaux, A. Nikishova, M. Bieniek, O. O. Luk, M. Kulczewski, E. Raffin, D. Crommelin, O. Hoenen, D. P. Coster, T. Piontek, P. V. Coveney"
" Predicting Typological Features in WALS using Language Embeddings and  Conditional Probabilities: ÚFAL Submission to the SIGTYP 2020 Shared Task
",https://arxiv.org/abs/2010.03920,"Martin Vastl, Daniel Zeman, Rudolf Rosa"
" Near-Optimal Comparison Based Clustering
",https://arxiv.org/abs/2010.03918,"Michaël Perrot, Pascal Mattia Esser, Debarghya Ghoshdastidar"
" AT-MFCGA: An Adaptive Transfer-guided Multifactorial Cellular Genetic  Algorithm for Evolutionary Multitasking
",https://arxiv.org/abs/2010.03917,"Eneko Osaba, Javier Del Ser, Aritz D. Martinez, Jesus L. Lobo, Francisco Herrera"
" An Experimental Analysis of Indoor Spatial Queries: Modeling, Indexing,  and Processing
",https://arxiv.org/abs/2010.03910,"Tiantian Liu, Huan Li, Hua Lu, Muhammad Aamir Cheema, Lidan Shou"
" Injecting Word Information with Multi-Level Word Adapter for Chinese  Spoken Language Understanding
",https://arxiv.org/abs/2010.03903,"Dechuang Teng, Libo Qin, Wanxiang Che, Sendong Zhao, Ting Liu"
" IRX-1D: A Simple Deep Learning Architecture for Remote Sensing  Classifications
",https://arxiv.org/abs/2010.03902,"Mahesh Pal, Akshay, B. Charan Teja"
" Two-dimensional Fourier Continuation and applications
",https://arxiv.org/abs/2010.03901,"Oscar P. Bruno, Jagabandhu Paul"
" Population Based Training for Data Augmentation and Regularization in  Speech Recognition
",https://arxiv.org/abs/2010.03899,"Daniel Haziza, Jérémy Rapin, Gabriel Synnaeve"
" BGM: Building a Dynamic Guidance Map without Visual Images for  Trajectory Prediction
",https://arxiv.org/abs/2010.03897,"Beihao xia, Conghao Wong, Heng Li, Shiming Chen, Qinmu Peng, Xinge You"
" A practical guide towards agile test-driven development for scientific  software projects
",https://arxiv.org/abs/2010.03896,Tom-Robin Teschner
" Intrinsic Hierarchical Clustering Behavior Recovers Higher Dimensional  Shape Information
",https://arxiv.org/abs/2010.03894,Paul Samuel P. Ignacio
" Large Product Key Memory for Pretrained Language Models
",https://arxiv.org/abs/2010.03881,"Gyuwan Kim, Tae-Hwan Jung"
" A Co-Interactive Transformer for Joint Slot Filling and Intent Detection
",https://arxiv.org/abs/2010.03880,"Libo Qin, Tailu Liu, Wanxiang Che, Bingbing Kang, Sendong Zhao, Ting Liu"
" Clinically Verified Hybrid Deep Learning System for Retinal Ganglion  Cells Aware Grading of Glaucomatous Progression
",https://arxiv.org/abs/2010.03872,"Hina Raja, Taimur Hassan, Muhammad Usman Akram, Naoufel Werghi"
" Improved approximation ratios for two Euclidean maximum spanning tree  problems
",https://arxiv.org/abs/2010.03870,Ahmad Biniaz
" A Combinatorial Characterization of Self-Stabilizing Population  Protocols
",https://arxiv.org/abs/2010.03869,"Shaan Mathur, Rafail Ostrovsky"
" Defensive Domination in Proper Interval Graphs
",https://arxiv.org/abs/2010.03865,"Tınaz Ekim, Arthur Farley, Andrzej Proskurowski, Mordechai Shalom"
" Concealed Communication in Online Social Networks
",https://arxiv.org/abs/2010.03864,"Fabian Schillinger, Christian Schindelhauer"
" What Can We Do to Improve Peer Review in NLP?
",https://arxiv.org/abs/2010.03863,"Anna Rogers, Isabelle Augenstein"
" A Proxy-Based Encrypted Online Social Network With Fine-Grained Access
",https://arxiv.org/abs/2010.03860,"Fabian Schillinger, Christian Schindelhauer"
" Partitioned Private User Storages in End-to-End Encrypted Online Social  Networks
",https://arxiv.org/abs/2010.03859,"Fabian Schillinger, Christian Schindelhauer"
" Transcending Transcend: Revisiting Malware Classification with Conformal  Evaluation
",https://arxiv.org/abs/2010.03856,"Federico Barbero, Feargus Pendlebury, Fabio Pierazzi, Lorenzo Cavallaro"
" Dense Relational Image Captioning via Multi-task Triple-Stream Networks
",https://arxiv.org/abs/2010.03855,"Dong-Jin Kim, Tae-Hyun oh, Jinsoo Choi, In So Kweon"
" Two are Better than One: Joint Entity and Relation Extraction with  Table-Sequence Encoders
",https://arxiv.org/abs/2010.03851,"Jue Wang, Wei Lu"
" An Improved Exact Algorithm for the Exact Satisfiability Problem
",https://arxiv.org/abs/2010.03850,Gordon Hoi
" 5G Network Slice Isolation with WireGuard and Open Source MANO: A VPNaaS  Proof-of-Concept
",https://arxiv.org/abs/2010.03849,"Simen Haga, Ali Esmaeily, Katina Kralevska, Danilo Gligoroski"
" Guided Curriculum Learning for Walking Over Complex Terrain
",https://arxiv.org/abs/2010.03848,"Brendan Tidd, Nicolas Hudson, Akansel Cosgun"
" Quantitative analysis of the co-publications of Ukrainian scientists  with the Nobel laureates 1994-2018 in Science
",https://arxiv.org/abs/2010.03847,Serhii Nazarovets
" Improve Adversarial Robustness via Weight Penalization on Classification  Layer
",https://arxiv.org/abs/2010.03844,"Cong Xu, Dan Li, Min Yang"
" Adaptive Shielding under Uncertainty
",https://arxiv.org/abs/2010.03842,"Stefan Pranger, Bettina Könighofer, Martin Tappler, Martin Deixelberger, Nils Jansen, Roderick Bloem"
" Strategies for Integrating Controls Flows in Software-Defined In-Vehicle  Networks and Their Impact on Network Security
",https://arxiv.org/abs/2010.03839,"Timo Häckel, Anja Schmidt, Philipp Meyer, Franz Korf, Thomas C. Schmidt"
" Association rules over time
",https://arxiv.org/abs/2010.03834,"Iztok Fister Jr., Iztok Fister"
" QUIC-EST: A Transmission Scheme to Maximize VoI of Multi-Stream  Correlated Data Flows
",https://arxiv.org/abs/2010.03831,"Federico Chiariotti, Anay Ajit Deshpande, Marco Giordani, Kostantinos Antonakoglou, Andrea Zanella, Toktam Mahmoodi"
" Extracting a Knowledge Base of Mechanisms from COVID-19 Papers
",https://arxiv.org/abs/2010.03824,"Aida Amini, Tom Hope, David Wadden, Madeleine van Zuylen, Eric Horvitz, Roy Schwartz, Hannaneh Hajishirzi"
" Clustering Analysis of Interactive Learning Activities Based on Improved  BIRCH Algorithm
",https://arxiv.org/abs/2010.03821,Xiaona Xia
" A Matroid Generalization of the Super-Stable Matching Problem
",https://arxiv.org/abs/2010.03820,Naoyuki Kamiyama
" Efficient Sampling from Feasible Sets of SDPs and Volume Approximation
",https://arxiv.org/abs/2010.03817,"Apostolos Chalkis (DI), Ioannis Emiris (DI, AROMATH), Vissarion Fisikopoulos (DI), Panagiotis Repouskos (DI), Elias Tsigaridas (OURAGAN, SU)"
" A Comparative Study on Effects of Original and Pseudo Labels for Weakly  Supervised Learning for Car Localization Problem
",https://arxiv.org/abs/2010.03815,Cenk Bircanoglu
" On the importance of pre-training data volume for compact language  models
",https://arxiv.org/abs/2010.03813,"Vincent Micheli, Martin D'Hoffschmidt, François Fleuret"
" Flipping the Perspective in Contact Tracing
",https://arxiv.org/abs/2010.03806,Po-Shen Loh
" Cascaded WLAN-FWA Networking and Computing Architecture for Pervasive  In-Home Healthcare
",https://arxiv.org/abs/2010.03805,"Sergio Martiradonna, Giulia Cisotto, Gennaro Boggia, Giuseppe Piro, Lorenzo Vangelista, Stefano Tomasin"
" TextSETTR: Label-Free Text Style Extraction and Tunable Targeted  Restyling
",https://arxiv.org/abs/2010.03802,"Parker Riley, Noah Constant, Mandy Guo, Girish Kumar, David Uthus, Zarana Parekh"
" Learning the Linear Quadratic Regulator from Nonlinear Observations
",https://arxiv.org/abs/2010.03799,"Zakaria Mhammedi, Dylan J. Foster, Max Simchowitz, Dipendra Misra, Wen Sun, Akshay Krishnamurthy, Alexander Rakhlin, John Langford"
" Mapping of Real World Problems to Nature Inspired Algorithm using Goal  based Classification and TRIZ
",https://arxiv.org/abs/2010.03795,"Palak Sukharamwala, Manojkumar Parmar"
" Adaptive Doubly Robust Estimator
",https://arxiv.org/abs/2010.03792,Masahiro Kato
" Age and Gender Prediction From Face Images Using Attentional  Convolutional Network
",https://arxiv.org/abs/2010.03791,"Amirali Abdolrashidi, Mehdi Minaei, Elham Azimi, Shervin Minaee"
" Text-based RL Agents with Commonsense Knowledge: New Challenges,  Environments and Baselines
",https://arxiv.org/abs/2010.03790,"Keerthiram Murugesan, Mattia Atzeni, Pavan Kapanipathi, Pushkar Shukla, Sadhana Kumaravel, Gerald Tesauro, Kartik Talamadupula, Mrinmaya Sachan, Murray Campbell"
" VirusBoxing: A HIIT-based VR boxing game
",https://arxiv.org/abs/2010.03781,"Wenge Xu, Hai-Ning Liang, Xiaoyue Ma, Xiang Li"
" Vrengt: A Shared Body-Machine Instrument for Music-Dance Performance
",https://arxiv.org/abs/2010.03779,"Cagri Erdem, Katja Henriksen Schia, Alexander Refsum Jensenius"
" A two-stage approach for beam hardening artifact reduction in low-dose  dental CBCT
",https://arxiv.org/abs/2010.03778,"T. Bayaraa, C. M. Hyun, T. J. Jang, S. M. Lee, J. K. Seo"
" An Empirical Study on Model-agnostic Debiasing Strategies for Robust  Natural Language Inference
",https://arxiv.org/abs/2010.03777,"Tianyu Liu, Xin Zheng, Xiaoan Ding, Baobao Chang, Zhifang Sui"
" Detect All Abuse! Toward Universal Abusive Language Detection Models
",https://arxiv.org/abs/2010.03776,"Kunze Wang, Dong Lu, Soyeon Caren Han, Siqu Long, Josiah Poon"
" Improving Long-Tail Relation Extraction with Collaborating  Relation-Augmented Attention
",https://arxiv.org/abs/2010.03773,"Yang Li, Tao Shen, Guodong Long, Jing Jiang, Tianyi Zhou, Chengqi Zhang"
" DBLFace: Domain-Based Labels for NIR-VIS Heterogeneous Face Recognition
",https://arxiv.org/abs/2010.03771,"Ha Le, Ioannis A. Kakadiaris"
" ALFWorld: Aligning Text and Embodied Environments for Interactive  Learning
",https://arxiv.org/abs/2010.03768,"Mohit Shridhar, Xingdi Yuan, Marc-Alexandre Côté, Yonatan Bisk, Adam Trischler, Matthew Hausknecht"
" Improving Attention Mechanism with Query-Value Interaction
",https://arxiv.org/abs/2010.03766,"Chuhan Wu, Fangzhao Wu, Tao Qi, Yongfeng Huang"
" Assessing Phrasal Representation and Composition in Transformers
",https://arxiv.org/abs/2010.03763,"Lang Yu, Allyson Ettinger"
" Discriminatively-Tuned Generative Classifiers for Robust Natural  Language Inference
",https://arxiv.org/abs/2010.03760,"Xiaoan Ding, Tianyu Liu, Baobao Chang, Zhifang Sui, Kevin Gimpel"
" Energy-based Out-of-distribution Detection
",https://arxiv.org/abs/2010.03759,"Weitang Liu, Xiaoyun Wang, John D. Owens, Yixuan Li"
" Generative Autoregressive Ensembles for Satellite Imagery Manipulation  Detection
",https://arxiv.org/abs/2010.03758,"Daniel Mas Montserrat, János Horváth, S. K. Yarlagadda, Fengqing Zhu, Edward J. Delp"
" AICov: An Integrative Deep Learning Framework for COVID-19 Forecasting  with Population Covariates
",https://arxiv.org/abs/2010.03757,"Geoffrey C. Fox, Gregor von Laszewski, Fugang Wang, Saumyadipta Pyne"
" Generalizable and Explainable Dialogue Generation via Explicit Action  Learning
",https://arxiv.org/abs/2010.03755,"Xinting Huang, Jianzhong Qi, Yu Sun, Rui Zhang"
" Uncertainty in Neural Processes
",https://arxiv.org/abs/2010.03753,"Saeid Naderiparizi, Kenny Chiu, Benjamin Bloem-Reddy, Frank Wood"
" On Optimal Pointwise in Time Error Bounds and Difference Quotients for  the Proper Orthogonal Decomposition
",https://arxiv.org/abs/2010.03750,"Birgul Koc, Samuele Rubino, Michael Schneier, John R. Singler, Traian Iliescu"
" Tatum-Level Drum Transcription Based on a Convolutional Recurrent Neural  Network with Language Model-Based Regularized Training
",https://arxiv.org/abs/2010.03749,"Ryoto Ishizuka, Ryo Nishikimi, Eita Nakamura, Kazuyoshi Yoshii"
" Surfacing Misconceptions Through Visualization Critique
",https://arxiv.org/abs/2010.03747,"Amy Rae Fox, Taylor Jackson Scott"
" Infusing Disease Knowledge into BERT for Health Question Answering,  Medical Inference and Disease Name Recognition
",https://arxiv.org/abs/2010.03746,"Yun He, Ziwei Zhu, Yin Zhang, Qin Chen, James Caverlee"
" Maximum Reward Formulation In Reinforcement Learning
",https://arxiv.org/abs/2010.03744,"Sai Krishna Gottipati, Yashaswi Pathak, Rohan Nuttall, Sahir, Raviteja Chunduru, Ahmed Touati, Sriram Ganapathi Subramanian, Matthew E. Taylor, Sarath Chandar"
" VisualNews : A Large Multi-source News Image Dataset
",https://arxiv.org/abs/2010.03743,"Fuxiao Liu, Yinghan Wang, Tianlu Wang, Vicente Ordonez"
" Multi-hop Inference for Question-driven Summarization
",https://arxiv.org/abs/2010.03738,"Yang Deng, Wenxuan Zhang, Wai Lam"
" Shallow-to-Deep Training for Neural Machine Translation
",https://arxiv.org/abs/2010.03737,"Bei Li, Ziyang Wang, Hui Liu, Yufan Jiang, Quan Du, Tong Xiao, Huizhen Wang, Jingbo Zhu"
" Decamouflage: A Framework to Detect Image-Scaling Attacks on  Convolutional Neural Networks
",https://arxiv.org/abs/2010.03735,"Bedeuro Kim, Alsharif Abuadbba, Yansong Gao, Yifeng Zheng, Muhammad Ejaz Ahmed, Hyoungshick Kim, Surya Nepal"
" Leveraging Discourse Rewards for Document-Level Neural Machine  Translation
",https://arxiv.org/abs/2010.03732,"Inigo Jauregi Unanue, Nazanin Esmaili, Gholamreza Haffari, Massimo Piccardi"
" Robust Multi-class Feature Selection via $l_{2,0}$-Norm Regularization  Minimization
",https://arxiv.org/abs/2010.03728,"Zhenzhen Sun, Yuanlong Yu"
" Learning to Fuse Sentences with Transformers for Summarization
",https://arxiv.org/abs/2010.03726,"Logan Lebanoff, Franck Dernoncourt, Doo Soon Kim, Lidan Wang, Walter Chang, Fei Liu"
" PARADE: A New Dataset for Paraphrase Identification Requiring Computer  Science Domain Knowledge
",https://arxiv.org/abs/2010.03725,"Yun He, Zhuoer Wang, Yin Zhang, Ruihong Huang, James Caverlee"
